operon_id	chrom	strand	start0	end0	length	sense_gene_locusNums	n_overlapping_deletions	overlap_class	per_hit_classes	overlapping_truncations	fully_deleted_genes	partially_deleted_genes	retained_genes	gene_deletion_pattern
OP_00423	CP002027.1	-	1014042	1014898	856	0860	1	5'_truncation_gene	5'_truncation_gene	CP002027.1:1014115-1025786	0860			all_deleted
OP_00424	CP002027.1	-	1015786	1017375	1589	0863,0862,0861	1	fully_deleted	fully_deleted	CP002027.1:1014115-1025786	0863,0862,0861			all_deleted
OP_00425	CP002027.1	-	1018256	1018961	705	0864	1	fully_deleted	fully_deleted	CP002027.1:1014115-1025786	0864			all_deleted
OP_00426	CP002027.1	-	1018962	1020834	1872	0865	1	fully_deleted	fully_deleted	CP002027.1:1014115-1025786	0865			all_deleted
OP_00427	CP002027.1	-	1020972	1021860	888	0866	1	fully_deleted	fully_deleted	CP002027.1:1014115-1025786	0866			all_deleted
OP_00428	CP002027.1	-	1021861	1022692	831	0867	1	fully_deleted	fully_deleted	CP002027.1:1014115-1025786	0867			all_deleted
OP_00429	CP002027.1	-	1022678	1023872	1194	0868	1	fully_deleted	fully_deleted	CP002027.1:1014115-1025786	0868			all_deleted
OP_00430	CP002027.1	-	1023890	1025786	1896	0869	1	fully_deleted	fully_deleted	CP002027.1:1014115-1025786	0869			all_deleted
OP_00431	CP002027.1	-	1025860	1031091	5231	0875,0874,0873,0872,0871,0870	1	intra_truncated	intra_truncated	CP002027.1:1027733-1028408		0871(0.95, 33bps)	0875,0874,0873,0872,0870	intra_deleted
OP_00432	CP002027.1	-	1031202	1032766	1564	0876	0	intact					0876	intact
OP_00433	CP002027.1	-	1032824	1033718	894	0878,0877	0	intact					0878,0877	intact
OP_00434	CP002027.1	-	1035109	1037767	2658	0879	0	intact					0879	intact
OP_00435	CP002027.1	-	1037813	1038932	1119	0880	1	intra_truncated	intra_truncated	CP002027.1:1037852-1038822		0880(1.00, 2bps)		all_deleted
OP_00436	CP002027.1	-	1039095	1040599	1504	0881	0	intact					0881	intact
OP_00437	CP002027.1	-	1041334	1042469	1135	0883,0882	1	fully_deleted	fully_deleted	CP002027.1:1040770-1043410	0883	0882(1.00, 1bps)		all_deleted
OP_00438	CP002027.1	+	1042654	1043413	759	0884	1	5'_truncation_gene	5'_truncation_gene	CP002027.1:1040770-1043410		0884(1.00, 3bps)		all_deleted
OP_00439	CP002027.1	-	1043646	1045637	1991	0885	0	intact					0885	intact
OP_00440	CP002027.1	-	1045670	1048641	2971	0887,0886	0	intact					0887,0886	intact
OP_00441	CP002027.1	+	1048867	1049368	501	0888	1	3'_truncation_gene	3'_truncation_gene	CP002027.1:1048869-1074325		0888(1.00, 2bps)		all_deleted
OP_00442	CP002027.1	-	1049413	1050847	1434	0890,0889	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0890,0889			all_deleted
OP_00443	CP002027.1	+	1051378	1052881	1503	0891	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0891			all_deleted
OP_00444	CP002027.1	+	1053007	1054231	1224	0892	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0892			all_deleted
OP_00445	CP002027.1	+	1054361	1055567	1206	0893	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0893			all_deleted
OP_00446	CP002027.1	-	1055649	1057914	2265	0894	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0894			all_deleted
OP_00447	CP002027.1	-	1057923	1060185	2262	0895	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0895			all_deleted
OP_00448	CP002027.1	-	1060501	1062757	2256	0896	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0896			all_deleted
OP_00449	CP002027.1	-	1062766	1065028	2262	0897	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0897			all_deleted
OP_00450	CP002027.1	-	1065222	1067475	2253	0898	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0898			all_deleted
OP_00451	CP002027.1	-	1068639	1069767	1128	0899	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0899			all_deleted
OP_00452	CP002027.1	+	1070054	1070690	636	0900	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0900			all_deleted
OP_00453	CP002027.1	+	1070922	1071534	612	0901	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0901			all_deleted
OP_00454	CP002027.1	+	1071823	1072303	480	0902	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0902			all_deleted
OP_00455	CP002027.1	+	1072803	1073379	576	0903	1	fully_deleted	fully_deleted	CP002027.1:1048869-1074325	0903			all_deleted
OP_00456	CP002027.1	+	1073625	1074369	744	0904	1	5'_truncation_gene	5'_truncation_gene	CP002027.1:1048869-1074325	0904			all_deleted
OP_00457	CP002027.1	-	1074591	1074750	159	0905	1	3'_truncation_gene	3'_truncation_gene	CP002027.1:1074591-1074749		0905(0.99, 1bps)		all_deleted
OP_00458	CP002027.1	-	1075288	1076773	1485	0907,0906	0	intact					0907,0906	intact
OP_00459	CP002027.1	-	1076808	1078552	1744	0910,0909,0908	0	intact					0910,0909,0908	intact
